location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,90.625
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,87.5
AK,2020-03-18,0
AK,2020-03-19,0
AK,2020-03-20,84.375
AK,2020-03-21,0
AK,2020-03-22,0
AK,2020-03-23,0
AK,2020-03-24,0
AK,2020-03-25,0
AK,2020-03-26,81.25
AK,2020-03-27,78.125
AK,2020-03-28,0
AK,2020-03-29,0
AK,2020-03-30,75
AK,2020-03-31,78.125
AK,2020-04-01,75
AK,2020-04-02,0
AK,2020-04-03,0
AK,2020-04-04,0
AK,2020-04-05,0
AK,2020-04-06,75
AK,2020-04-07,0
AK,2020-04-08,0
AK,2020-04-09,75
AK,2020-04-10,234.375
AK,2020-04-11,0
AK,2020-04-12,87.5
AK,2020-04-13,78.125
AK,2020-04-14,0
AK,2020-04-15,0
AK,2020-04-16,0
AK,2020-04-17,0
AK,2020-04-18,0
AK,2020-04-19,0
AK,2020-04-20,0
AK,2020-04-21,75
AK,2020-04-22,0
AK,2020-04-23,0
AK,2020-04-24,0
AK,2020-04-25,0
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,0
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,8.5
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,17
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,8.5
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,11.333333333333334
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,11.333333333333334
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,0
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,11.333333333333334
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,0
AL,2020-03-13,11.333333333333334
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,0
AL,2020-03-17,0
AL,2020-03-18,31.166666666666668
AL,2020-03-19,0
AL,2020-03-20,82.16666666666667
AL,2020-03-21,56.66666666666667
AL,2020-03-22,68
AL,2020-03-23,48.16666666666667
AL,2020-03-24,51
AL,2020-03-25,73.66666666666667
AL,2020-03-26,144.5
AL,2020-03-27,110.5
AL,2020-03-28,113.33333333333334
AL,2020-03-29,155.83333333333334
AL,2020-03-30,184.16666666666669
AL,2020-03-31,96.33333333333334
AL,2020-04-01,99.16666666666667
AL,2020-04-02,192.66666666666669
AL,2020-04-03,90.66666666666667
AL,2020-04-04,45.333333333333336
AL,2020-04-05,102
AL,2020-04-06,85
AL,2020-04-07,93.5
AL,2020-04-08,28.333333333333336
AL,2020-04-09,147.33333333333334
AL,2020-04-10,90.66666666666667
AL,2020-04-11,45.333333333333336
AL,2020-04-12,62.333333333333336
AL,2020-04-13,93.5
AL,2020-04-14,76.5
AL,2020-04-15,62.333333333333336
AL,2020-04-16,85
AL,2020-04-17,56.66666666666667
AL,2020-04-18,42.5
AL,2020-04-19,70.83333333333334
AL,2020-04-20,82.16666666666667
AL,2020-04-21,28.333333333333336
AL,2020-04-22,19.833333333333336
AL,2020-04-23,45.333333333333336
AL,2020-04-24,36.833333333333336
AL,2020-04-25,31.166666666666668
AR,2020-02-01,0
AR,2020-02-02,0
AR,2020-02-03,0
AR,2020-02-04,0
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,33.333333333333336
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,0
AR,2020-02-22,0
AR,2020-02-23,33.333333333333336
AR,2020-02-24,25
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,25
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,0
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,0
AR,2020-03-14,29.166666666666668
AR,2020-03-15,0
AR,2020-03-16,0
AR,2020-03-17,50
AR,2020-03-18,104.16666666666667
AR,2020-03-19,125.00000000000001
AR,2020-03-20,145.83333333333334
AR,2020-03-21,58.333333333333336
AR,2020-03-22,0
AR,2020-03-23,175
AR,2020-03-24,133.33333333333334
AR,2020-03-25,191.66666666666669
AR,2020-03-26,229.16666666666669
AR,2020-03-27,133.33333333333334
AR,2020-03-28,116.66666666666667
AR,2020-03-29,29.166666666666668
AR,2020-03-30,416.6666666666667
AR,2020-03-31,170.83333333333334
AR,2020-04-01,50
AR,2020-04-02,225.00000000000003
AR,2020-04-03,125.00000000000001
AR,2020-04-04,0
