location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,113.86046511627907
AK,2020-03-17,111.62790697674419
AK,2020-03-18,109.3953488372093
AK,2020-03-19,109.3953488372093
AK,2020-03-20,214.32558139534882
AK,2020-03-21,116.09302325581395
AK,2020-03-22,0
AK,2020-03-23,100.46511627906976
AK,2020-03-24,0
AK,2020-03-25,0
AK,2020-03-26,207.62790697674419
AK,2020-03-27,100.46511627906976
AK,2020-03-28,0
AK,2020-03-29,0
AK,2020-03-30,0
AK,2020-03-31,96
AK,2020-04-01,0
AK,2020-04-02,0
AK,2020-04-03,0
AK,2020-04-04,0
AK,2020-04-05,107.16279069767441
AK,2020-04-06,0
AK,2020-04-07,98.23255813953489
AK,2020-04-08,0
AK,2020-04-09,0
AK,2020-04-10,98.23255813953489
AK,2020-04-11,0
AK,2020-04-12,109.3953488372093
AK,2020-04-13,0
AK,2020-04-14,0
AK,2020-04-15,0
AK,2020-04-16,0
AK,2020-04-17,96
AK,2020-04-18,0
AK,2020-04-19,0
AK,2020-04-20,0
AK,2020-04-21,91.53488372093022
AK,2020-04-22,0
AK,2020-04-23,0
AK,2020-04-24,0
AK,2020-04-25,0
AK,2020-04-26,113.86046511627907
AK,2020-04-27,0
AK,2020-04-28,0
AK,2020-04-29,0
AK,2020-04-30,89.30232558139535
AK,2020-05-01,0
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,0
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,11.627906976744187
AL,2020-02-08,0
AL,2020-02-09,0
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,0
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,13.953488372093023
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,0
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,0
AL,2020-03-13,13.953488372093023
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,0
AL,2020-03-17,60.46511627906977
AL,2020-03-18,30.232558139534884
AL,2020-03-19,60.46511627906977
AL,2020-03-20,88.37209302325581
AL,2020-03-21,83.72093023255815
AL,2020-03-22,51.162790697674424
AL,2020-03-23,109.30232558139535
AL,2020-03-24,88.37209302325581
AL,2020-03-25,118.6046511627907
AL,2020-03-26,225.58139534883722
AL,2020-03-27,144.18604651162792
AL,2020-03-28,183.72093023255815
AL,2020-03-29,97.67441860465117
AL,2020-03-30,160.46511627906978
AL,2020-03-31,83.72093023255815
AL,2020-04-01,116.27906976744187
AL,2020-04-02,232.55813953488374
AL,2020-04-03,130.2325581395349
AL,2020-04-04,132.55813953488374
AL,2020-04-05,113.95348837209303
AL,2020-04-06,95.34883720930233
AL,2020-04-07,165.11627906976744
AL,2020-04-08,69.76744186046513
AL,2020-04-09,169.7674418604651
AL,2020-04-10,188.37209302325581
AL,2020-04-11,67.44186046511628
AL,2020-04-12,123.25581395348838
AL,2020-04-13,106.97674418604652
AL,2020-04-14,53.48837209302326
AL,2020-04-15,90.69767441860466
AL,2020-04-16,81.39534883720931
AL,2020-04-17,69.76744186046513
AL,2020-04-18,76.74418604651163
AL,2020-04-19,74.4186046511628
AL,2020-04-20,79.06976744186046
AL,2020-04-21,109.30232558139535
AL,2020-04-22,41.86046511627907
AL,2020-04-23,90.69767441860466
AL,2020-04-24,13.953488372093023
AL,2020-04-25,76.74418604651163
AL,2020-04-26,46.51162790697675
AL,2020-04-27,69.76744186046513
AL,2020-04-28,41.86046511627907
AL,2020-04-29,13.953488372093023
AL,2020-04-30,51.162790697674424
AL,2020-05-01,27.906976744186046
AR,2020-02-01,0
AR,2020-02-02,0
AR,2020-02-03,0
AR,2020-02-04,0
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,24.41860465116279
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,19.186046511627907
AR,2020-02-22,0
AR,2020-02-23,22.674418604651162
AR,2020-02-24,19.186046511627907
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,0
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,19.186046511627907
AR,2020-03-14,0
AR,2020-03-15,0
