location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,116.66666666666667
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,230
AK,2020-03-18,0
AK,2020-03-19,226.66666666666669
AK,2020-03-20,333.33333333333337
AK,2020-03-21,0
AK,2020-03-22,0
AK,2020-03-23,0
AK,2020-03-24,0
AK,2020-03-25,0
AK,2020-03-26,0
AK,2020-03-27,210
AK,2020-03-28,0
AK,2020-03-29,0
AK,2020-03-30,103.33333333333334
AK,2020-03-31,103.33333333333334
AK,2020-04-01,0
AK,2020-04-02,0
AK,2020-04-03,100
AK,2020-04-04,0
AK,2020-04-05,0
AK,2020-04-06,100
AK,2020-04-07,103.33333333333334
AK,2020-04-08,0
AK,2020-04-09,0
AK,2020-04-10,103.33333333333334
AK,2020-04-11,0
AK,2020-04-12,120
AK,2020-04-13,0
AK,2020-04-14,0
AK,2020-04-15,196.66666666666669
AK,2020-04-16,96.66666666666667
AK,2020-04-17,103.33333333333334
AK,2020-04-18,0
AK,2020-04-19,0
AK,2020-04-20,100
AK,2020-04-21,0
AK,2020-04-22,0
AK,2020-04-23,0
AK,2020-04-24,103.33333333333334
AK,2020-04-25,0
AK,2020-04-26,0
AK,2020-04-27,0
AK,2020-04-28,103.33333333333334
AK,2020-04-29,0
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,0
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,0
AL,2020-02-10,7.866666666666666
AL,2020-02-11,0
AL,2020-02-12,7.866666666666666
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,7.866666666666666
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,7.866666666666666
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,9.833333333333332
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,7.866666666666666
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,0
AL,2020-03-13,0
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,0
AL,2020-03-17,9.833333333333332
AL,2020-03-18,9.833333333333332
AL,2020-03-19,35.4
AL,2020-03-20,43.266666666666666
AL,2020-03-21,19.666666666666664
AL,2020-03-22,51.13333333333333
AL,2020-03-23,59
AL,2020-03-24,35.4
AL,2020-03-25,62.93333333333333
AL,2020-03-26,108.16666666666666
AL,2020-03-27,104.23333333333333
AL,2020-03-28,59
AL,2020-03-29,68.83333333333333
AL,2020-03-30,96.36666666666666
AL,2020-03-31,59
AL,2020-04-01,114.06666666666666
AL,2020-04-02,96.36666666666666
AL,2020-04-03,88.5
AL,2020-04-04,110.13333333333333
AL,2020-04-05,78.66666666666666
AL,2020-04-06,116.03333333333333
AL,2020-04-07,49.166666666666664
AL,2020-04-08,41.3
AL,2020-04-09,92.43333333333332
AL,2020-04-10,104.23333333333333
AL,2020-04-11,29.5
AL,2020-04-12,102.26666666666667
AL,2020-04-13,57.03333333333333
AL,2020-04-14,49.166666666666664
AL,2020-04-15,70.8
AL,2020-04-16,57.03333333333333
AL,2020-04-17,82.6
AL,2020-04-18,19.666666666666664
AL,2020-04-19,45.233333333333334
AL,2020-04-20,70.8
AL,2020-04-21,33.43333333333333
AL,2020-04-22,33.43333333333333
AL,2020-04-23,78.66666666666666
AL,2020-04-24,23.599999999999998
AL,2020-04-25,47.199999999999996
AL,2020-04-26,9.833333333333332
AL,2020-04-27,25.566666666666666
AL,2020-04-28,33.43333333333333
AL,2020-04-29,15.733333333333333
AR,2020-02-01,19.333333333333332
AR,2020-02-02,0
AR,2020-02-03,0
AR,2020-02-04,0
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,15.466666666666667
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,15.466666666666667
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,19.333333333333332
AR,2020-03-09,0
AR,2020-03-10,0
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,15.466666666666667
AR,2020-03-14,0
AR,2020-03-15,0
AR,2020-03-16,0
AR,2020-03-17,44.46666666666667
AR,2020-03-18,75.4
AR,2020-03-19,73.46666666666667
AR,2020-03-20,100.53333333333333
AR,2020-03-21,34.8
AR,2020-03-22,17.4
