location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,92.9090909090909
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,0
AK,2020-03-18,0
AK,2020-03-19,0
AK,2020-03-20,90.69696969696969
AK,2020-03-21,0
AK,2020-03-22,0
AK,2020-03-23,0
AK,2020-03-24,86.27272727272727
AK,2020-03-25,0
AK,2020-03-26,0
AK,2020-03-27,161.48484848484847
AK,2020-03-28,0
AK,2020-03-29,0
AK,2020-03-30,161.48484848484847
AK,2020-03-31,79.63636363636363
AK,2020-04-01,0
AK,2020-04-02,0
AK,2020-04-03,159.27272727272725
AK,2020-04-04,88.48484848484847
AK,2020-04-05,0
AK,2020-04-06,79.63636363636363
AK,2020-04-07,79.63636363636363
AK,2020-04-08,0
AK,2020-04-09,0
AK,2020-04-10,81.84848484848484
AK,2020-04-11,0
AK,2020-04-12,97.33333333333333
AK,2020-04-13,84.06060606060605
AK,2020-04-14,0
AK,2020-04-15,0
AK,2020-04-16,0
AK,2020-04-17,81.84848484848484
AK,2020-04-18,0
AK,2020-04-19,0
AK,2020-04-20,0
AK,2020-04-21,0
AK,2020-04-22,0
AK,2020-04-23,0
AK,2020-04-24,81.84848484848484
AK,2020-04-25,0
AK,2020-04-26,0
AK,2020-04-27,81.84848484848484
AK,2020-04-28,0
AK,2020-04-29,79.63636363636363
AK,2020-04-30,75.2121212121212
AK,2020-05-01,77.42424242424242
AK,2020-05-02,0
AK,2020-05-03,0
AK,2020-05-04,0
AK,2020-05-05,0
AK,2020-05-06,0
AK,2020-05-07,0
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,12.121212121212121
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,0
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,12.121212121212121
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,0
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,18.18181818181818
AL,2020-03-09,0
AL,2020-03-10,15.151515151515152
AL,2020-03-11,0
AL,2020-03-12,0
AL,2020-03-13,0
AL,2020-03-14,21.21212121212121
AL,2020-03-15,0
AL,2020-03-16,0
AL,2020-03-17,0
AL,2020-03-18,51.515151515151516
AL,2020-03-19,33.333333333333336
AL,2020-03-20,63.63636363636363
AL,2020-03-21,93.93939393939394
AL,2020-03-22,36.36363636363636
AL,2020-03-23,106.06060606060606
AL,2020-03-24,63.63636363636363
AL,2020-03-25,66.66666666666667
AL,2020-03-26,115.15151515151516
AL,2020-03-27,190.9090909090909
AL,2020-03-28,236.36363636363637
AL,2020-03-29,106.06060606060606
AL,2020-03-30,303.030303030303
AL,2020-03-31,90.9090909090909
AL,2020-04-01,206.06060606060606
AL,2020-04-02,242.42424242424244
AL,2020-04-03,160.6060606060606
AL,2020-04-04,109.0909090909091
AL,2020-04-05,127.27272727272727
AL,2020-04-06,106.06060606060606
AL,2020-04-07,121.21212121212122
AL,2020-04-08,60.60606060606061
AL,2020-04-09,230.3030303030303
AL,2020-04-10,127.27272727272727
AL,2020-04-11,72.72727272727272
AL,2020-04-12,33.333333333333336
AL,2020-04-13,30.303030303030305
AL,2020-04-14,87.87878787878788
AL,2020-04-15,100
AL,2020-04-16,45.45454545454545
AL,2020-04-17,106.06060606060606
AL,2020-04-18,18.18181818181818
AL,2020-04-19,115.15151515151516
AL,2020-04-20,57.57575757575758
AL,2020-04-21,75.75757575757575
AL,2020-04-22,75.75757575757575
AL,2020-04-23,69.6969696969697
AL,2020-04-24,133.33333333333334
AL,2020-04-25,84.84848484848484
AL,2020-04-26,69.6969696969697
AL,2020-04-27,90.9090909090909
AL,2020-04-28,45.45454545454545
AL,2020-04-29,15.151515151515152
AL,2020-04-30,42.42424242424242
AL,2020-05-01,48.484848484848484
AL,2020-05-02,18.18181818181818
AL,2020-05-03,142.42424242424244
AL,2020-05-04,75.75757575757575
AL,2020-05-05,42.42424242424242
AL,2020-05-06,45.45454545454545
AL,2020-05-07,30.303030303030305
AR,2020-02-01,29.454545454545453
AR,2020-02-02,0
AR,2020-02-03,0
AR,2020-02-04,0
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,29.454545454545453
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,0
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,0
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
