location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,151.72413793103448
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,120.68965517241378
AK,2020-03-18,0
AK,2020-03-19,241.37931034482756
AK,2020-03-20,241.37931034482756
AK,2020-03-21,131.03448275862067
AK,2020-03-22,0
AK,2020-03-23,117.24137931034483
AK,2020-03-24,0
AK,2020-03-25,0
AK,2020-03-26,113.79310344827586
AK,2020-03-27,162.06896551724137
AK,2020-03-28,0
AK,2020-03-29,0
AK,2020-03-30,110.34482758620689
AK,2020-03-31,110.34482758620689
AK,2020-04-01,217.24137931034483
AK,2020-04-02,106.89655172413792
AK,2020-04-03,110.34482758620689
AK,2020-04-04,124.13793103448275
AK,2020-04-05,127.58620689655172
AK,2020-04-06,110.34482758620689
AK,2020-04-07,110.34482758620689
AK,2020-04-08,110.34482758620689
AK,2020-04-09,106.89655172413792
AK,2020-04-10,344.8275862068965
AK,2020-04-11,0
AK,2020-04-12,0
AK,2020-04-13,110.34482758620689
AK,2020-04-14,0
AK,2020-04-15,210.3448275862069
AK,2020-04-16,0
AK,2020-04-17,110.34482758620689
AK,2020-04-18,0
AK,2020-04-19,0
AK,2020-04-20,106.89655172413792
AK,2020-04-21,106.89655172413792
AK,2020-04-22,0
AK,2020-04-23,227.58620689655172
AK,2020-04-24,110.34482758620689
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,0
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,11.448275862068966
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,11.448275862068966
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,0
AL,2020-02-13,11.448275862068966
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,14.310344827586208
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,11.448275862068966
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,14.310344827586208
AL,2020-03-13,0
AL,2020-03-14,17.17241379310345
AL,2020-03-15,0
AL,2020-03-16,40.06896551724138
AL,2020-03-17,40.06896551724138
AL,2020-03-18,54.37931034482759
AL,2020-03-19,77.27586206896552
AL,2020-03-20,65.82758620689656
AL,2020-03-21,37.20689655172414
AL,2020-03-22,31.48275862068966
AL,2020-03-23,94.44827586206897
AL,2020-03-24,80.13793103448276
AL,2020-03-25,88.72413793103449
AL,2020-03-26,191.75862068965517
AL,2020-03-27,163.13793103448276
AL,2020-03-28,134.51724137931035
AL,2020-03-29,131.6551724137931
AL,2020-03-30,237.55172413793105
AL,2020-03-31,140.24137931034483
AL,2020-04-01,125.93103448275863
AL,2020-04-02,160.27586206896552
AL,2020-04-03,151.6896551724138
AL,2020-04-04,45.793103448275865
AL,2020-04-05,117.3448275862069
AL,2020-04-06,94.44827586206897
AL,2020-04-07,88.72413793103449
AL,2020-04-08,62.96551724137932
AL,2020-04-09,94.44827586206897
AL,2020-04-10,105.89655172413794
AL,2020-04-11,91.58620689655173
AL,2020-04-12,48.6551724137931
AL,2020-04-13,117.3448275862069
AL,2020-04-14,105.89655172413794
AL,2020-04-15,71.55172413793103
AL,2020-04-16,91.58620689655173
AL,2020-04-17,80.13793103448276
AL,2020-04-18,57.24137931034483
AL,2020-04-19,94.44827586206897
AL,2020-04-20,120.20689655172414
AL,2020-04-21,68.6896551724138
AL,2020-04-22,62.96551724137932
AL,2020-04-23,71.55172413793103
AL,2020-04-24,62.96551724137932
AR,2020-02-01,21.724137931034484
AR,2020-02-02,0
AR,2020-02-03,17.379310344827587
AR,2020-02-04,0
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,0
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,0
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,0
AR,2020-03-09,0
AR,2020-03-10,17.379310344827587
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,17.379310344827587
AR,2020-03-14,0
AR,2020-03-15,0
AR,2020-03-16,0
AR,2020-03-17,52.13793103448276
AR,2020-03-18,17.379310344827587
AR,2020-03-19,93.41379310344828
AR,2020-03-20,132.51724137931035
AR,2020-03-21,49.96551724137932
AR,2020-03-22,39.10344827586207
