location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,105.26315789473685
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,102.63157894736842
AK,2020-03-17,0
AK,2020-03-18,0
AK,2020-03-19,100
AK,2020-03-20,97.36842105263159
AK,2020-03-21,0
AK,2020-03-22,0
AK,2020-03-23,92.10526315789474
AK,2020-03-24,94.73684210526316
AK,2020-03-25,0
AK,2020-03-26,94.73684210526316
AK,2020-03-27,181.57894736842107
AK,2020-03-28,197.3684210526316
AK,2020-03-29,205.26315789473685
AK,2020-03-30,263.15789473684214
AK,2020-03-31,178.94736842105266
AK,2020-04-01,0
AK,2020-04-02,0
AK,2020-04-03,89.47368421052633
AK,2020-04-04,0
AK,2020-04-05,102.63157894736842
AK,2020-04-06,89.47368421052633
AK,2020-04-07,86.8421052631579
AK,2020-04-08,0
AK,2020-04-09,134.21052631578948
AK,2020-04-10,181.57894736842107
AK,2020-04-11,102.63157894736842
AK,2020-04-12,0
AK,2020-04-13,92.10526315789474
AK,2020-04-14,176.31578947368422
AK,2020-04-15,84.21052631578948
AK,2020-04-16,0
AK,2020-04-17,86.8421052631579
AK,2020-04-18,0
AK,2020-04-19,0
AK,2020-04-20,0
AK,2020-04-21,0
AK,2020-04-22,0
AK,2020-04-23,0
AK,2020-04-24,86.8421052631579
AK,2020-04-25,0
AK,2020-04-26,0
AK,2020-04-27,0
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,7.2631578947368425
AL,2020-02-04,7.2631578947368425
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,9.078947368421053
AL,2020-02-10,7.2631578947368425
AL,2020-02-11,0
AL,2020-02-12,7.2631578947368425
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,10.894736842105264
AL,2020-02-23,0
AL,2020-02-24,9.078947368421053
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,10.894736842105264
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,0
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,9.078947368421053
AL,2020-03-13,9.078947368421053
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,9.078947368421053
AL,2020-03-17,27.236842105263158
AL,2020-03-18,41.76315789473684
AL,2020-03-19,36.31578947368421
AL,2020-03-20,43.578947368421055
AL,2020-03-21,25.42105263157895
AL,2020-03-22,25.42105263157895
AL,2020-03-23,79.89473684210526
AL,2020-03-24,39.94736842105263
AL,2020-03-25,63.55263157894737
AL,2020-03-26,83.52631578947368
AL,2020-03-27,85.3421052631579
AL,2020-03-28,81.71052631578948
AL,2020-03-29,79.89473684210526
AL,2020-03-30,101.6842105263158
AL,2020-03-31,90.78947368421053
AL,2020-04-01,92.60526315789474
AL,2020-04-02,92.60526315789474
AL,2020-04-03,107.13157894736842
AL,2020-04-04,34.5
AL,2020-04-05,69
AL,2020-04-06,58.10526315789474
AL,2020-04-07,76.26315789473685
AL,2020-04-08,45.39473684210527
AL,2020-04-09,125.28947368421053
AL,2020-04-10,76.26315789473685
AL,2020-04-11,45.39473684210527
AL,2020-04-12,41.76315789473684
AL,2020-04-13,49.026315789473685
AL,2020-04-14,58.10526315789474
AL,2020-04-15,76.26315789473685
AL,2020-04-16,70.81578947368422
AL,2020-04-17,58.10526315789474
AL,2020-04-18,18.157894736842106
AL,2020-04-19,67.1842105263158
AL,2020-04-20,63.55263157894737
AL,2020-04-21,21.789473684210527
AL,2020-04-22,30.868421052631582
AL,2020-04-23,39.94736842105263
AL,2020-04-24,19.973684210526315
AL,2020-04-25,27.236842105263158
AL,2020-04-26,38.131578947368425
AL,2020-04-27,34.5
AR,2020-02-01,19.394736842105264
AR,2020-02-02,0
AR,2020-02-03,0
AR,2020-02-04,0
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,19.394736842105264
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,15.868421052631579
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,15.868421052631579
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,14.105263157894736
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,19.394736842105264
AR,2020-03-09,0
AR,2020-03-10,15.868421052631579
AR,2020-03-11,0
AR,2020-03-12,0
AR,2020-03-13,15.868421052631579
AR,2020-03-14,0
AR,2020-03-15,17.63157894736842
AR,2020-03-16,29.973684210526315
