location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,0
AK,2020-03-17,176.19148936170214
AK,2020-03-18,0
AK,2020-03-19,0
AK,2020-03-20,172.31914893617022
AK,2020-03-21,0
AK,2020-03-22,0
AK,2020-03-23,0
AK,2020-03-24,0
AK,2020-03-25,0
AK,2020-03-26,0
AK,2020-03-27,158.7659574468085
AK,2020-03-28,0
AK,2020-03-29,89.06382978723404
AK,2020-03-30,156.82978723404256
AK,2020-03-31,79.38297872340425
AK,2020-04-01,77.4468085106383
AK,2020-04-02,77.4468085106383
AK,2020-04-03,0
AK,2020-04-04,0
AK,2020-04-05,89.06382978723404
AK,2020-04-06,77.4468085106383
AK,2020-04-07,79.38297872340425
AK,2020-04-08,77.4468085106383
AK,2020-04-09,0
AK,2020-04-10,162.63829787234042
AK,2020-04-11,91
AK,2020-04-12,92.93617021276596
AK,2020-04-13,79.38297872340425
AK,2020-04-14,0
AK,2020-04-15,75.51063829787235
AK,2020-04-16,0
AK,2020-04-17,79.38297872340425
AK,2020-04-18,0
AK,2020-04-19,0
AK,2020-04-20,0
AK,2020-04-21,0
AK,2020-04-22,77.4468085106383
AK,2020-04-23,0
AK,2020-04-24,0
AK,2020-04-25,0
AK,2020-04-26,0
AK,2020-04-27,79.38297872340425
AK,2020-04-28,0
AK,2020-04-29,0
AK,2020-04-30,73.57446808510639
AK,2020-05-01,81.31914893617021
AK,2020-05-02,0
AK,2020-05-03,96.80851063829788
AK,2020-05-04,0
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,7.48936170212766
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,9.361702127659575
AL,2020-02-08,0
AL,2020-02-09,20.595744680851062
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,9.361702127659575
AL,2020-02-13,0
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,11.23404255319149
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,11.23404255319149
AL,2020-03-05,11.23404255319149
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,0
AL,2020-03-13,22.46808510638298
AL,2020-03-14,0
AL,2020-03-15,0
AL,2020-03-16,11.23404255319149
AL,2020-03-17,0
AL,2020-03-18,0
AL,2020-03-19,46.808510638297875
AL,2020-03-20,65.53191489361703
AL,2020-03-21,76.76595744680851
AL,2020-03-22,13.106382978723405
AL,2020-03-23,114.2127659574468
AL,2020-03-24,56.170212765957444
AL,2020-03-25,78.63829787234043
AL,2020-03-26,91.74468085106383
AL,2020-03-27,142.29787234042553
AL,2020-03-28,88
AL,2020-03-29,59.91489361702128
AL,2020-03-30,78.63829787234043
AL,2020-03-31,43.06382978723404
AL,2020-04-01,65.53191489361703
AL,2020-04-02,164.7659574468085
AL,2020-04-03,121.70212765957447
AL,2020-04-04,37.4468085106383
AL,2020-04-05,74.8936170212766
AL,2020-04-06,93.61702127659575
AL,2020-04-07,104.85106382978724
AL,2020-04-08,61.787234042553195
AL,2020-04-09,149.7872340425532
AL,2020-04-10,121.70212765957447
AL,2020-04-11,63.65957446808511
AL,2020-04-12,35.57446808510638
AL,2020-04-13,102.97872340425532
AL,2020-04-14,41.191489361702125
AL,2020-04-15,89.87234042553192
AL,2020-04-16,91.74468085106383
AL,2020-04-17,84.25531914893617
AL,2020-04-18,11.23404255319149
AL,2020-04-19,22.46808510638298
AL,2020-04-20,69.27659574468085
AL,2020-04-21,84.25531914893617
AL,2020-04-22,52.42553191489362
AL,2020-04-23,67.40425531914894
AL,2020-04-24,29.95744680851064
AL,2020-04-25,22.46808510638298
AL,2020-04-26,35.57446808510638
AL,2020-04-27,43.06382978723404
AL,2020-04-28,31.829787234042556
AL,2020-04-29,29.95744680851064
AL,2020-04-30,48.68085106382979
AL,2020-05-01,22.46808510638298
AL,2020-05-02,24.340425531914896
AL,2020-05-03,48.68085106382979
AL,2020-05-04,41.191489361702125
AR,2020-02-01,29.78723404255319
AR,2020-02-02,0
AR,2020-02-03,0
AR,2020-02-04,0
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,0
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,0
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,21.27659574468085
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,0
