location,date,hits
AK,2020-02-01,0
AK,2020-02-02,0
AK,2020-02-03,0
AK,2020-02-04,0
AK,2020-02-05,0
AK,2020-02-06,0
AK,2020-02-07,0
AK,2020-02-08,0
AK,2020-02-09,0
AK,2020-02-10,0
AK,2020-02-11,0
AK,2020-02-12,0
AK,2020-02-13,0
AK,2020-02-14,0
AK,2020-02-15,0
AK,2020-02-16,0
AK,2020-02-17,0
AK,2020-02-18,0
AK,2020-02-19,0
AK,2020-02-20,0
AK,2020-02-21,0
AK,2020-02-22,0
AK,2020-02-23,0
AK,2020-02-24,0
AK,2020-02-25,0
AK,2020-02-26,0
AK,2020-02-27,0
AK,2020-02-28,0
AK,2020-02-29,0
AK,2020-03-01,0
AK,2020-03-02,0
AK,2020-03-03,0
AK,2020-03-04,0
AK,2020-03-05,0
AK,2020-03-06,0
AK,2020-03-07,0
AK,2020-03-08,0
AK,2020-03-09,0
AK,2020-03-10,0
AK,2020-03-11,0
AK,2020-03-12,0
AK,2020-03-13,0
AK,2020-03-14,0
AK,2020-03-15,0
AK,2020-03-16,101.0204081632653
AK,2020-03-17,0
AK,2020-03-18,0
AK,2020-03-19,0
AK,2020-03-20,93.6734693877551
AK,2020-03-21,0
AK,2020-03-22,104.6938775510204
AK,2020-03-23,0
AK,2020-03-24,93.6734693877551
AK,2020-03-25,0
AK,2020-03-26,0
AK,2020-03-27,0
AK,2020-03-28,93.6734693877551
AK,2020-03-29,97.34693877551021
AK,2020-03-30,0
AK,2020-03-31,0
AK,2020-04-01,84.48979591836735
AK,2020-04-02,0
AK,2020-04-03,84.48979591836735
AK,2020-04-04,0
AK,2020-04-05,97.34693877551021
AK,2020-04-06,88.16326530612245
AK,2020-04-07,0
AK,2020-04-08,84.48979591836735
AK,2020-04-09,86.3265306122449
AK,2020-04-10,0
AK,2020-04-11,0
AK,2020-04-12,0
AK,2020-04-13,0
AK,2020-04-14,165.3061224489796
AK,2020-04-15,0
AK,2020-04-16,0
AK,2020-04-17,0
AK,2020-04-18,0
AK,2020-04-19,0
AK,2020-04-20,82.6530612244898
AK,2020-04-21,84.48979591836735
AK,2020-04-22,86.3265306122449
AK,2020-04-23,84.48979591836735
AK,2020-04-24,0
AK,2020-04-25,0
AK,2020-04-26,0
AK,2020-04-27,0
AK,2020-04-28,0
AK,2020-04-29,0
AK,2020-04-30,0
AK,2020-05-01,0
AK,2020-05-02,0
AK,2020-05-03,0
AK,2020-05-04,0
AL,2020-02-01,0
AL,2020-02-02,0
AL,2020-02-03,0
AL,2020-02-04,0
AL,2020-02-05,0
AL,2020-02-06,0
AL,2020-02-07,0
AL,2020-02-08,0
AL,2020-02-09,0
AL,2020-02-10,0
AL,2020-02-11,0
AL,2020-02-12,0
AL,2020-02-13,9.693877551020408
AL,2020-02-14,0
AL,2020-02-15,0
AL,2020-02-16,0
AL,2020-02-17,0
AL,2020-02-18,0
AL,2020-02-19,0
AL,2020-02-20,0
AL,2020-02-21,0
AL,2020-02-22,0
AL,2020-02-23,0
AL,2020-02-24,0
AL,2020-02-25,0
AL,2020-02-26,0
AL,2020-02-27,0
AL,2020-02-28,0
AL,2020-02-29,0
AL,2020-03-01,0
AL,2020-03-02,0
AL,2020-03-03,0
AL,2020-03-04,0
AL,2020-03-05,0
AL,2020-03-06,0
AL,2020-03-07,0
AL,2020-03-08,0
AL,2020-03-09,0
AL,2020-03-10,0
AL,2020-03-11,0
AL,2020-03-12,0
AL,2020-03-13,0
AL,2020-03-14,0
AL,2020-03-15,15.510204081632653
AL,2020-03-16,38.775510204081634
AL,2020-03-17,54.285714285714285
AL,2020-03-18,40.714285714285715
AL,2020-03-19,81.42857142857143
AL,2020-03-20,63.97959183673469
AL,2020-03-21,60.10204081632653
AL,2020-03-22,44.59183673469388
AL,2020-03-23,124.08163265306122
AL,2020-03-24,27.142857142857142
AL,2020-03-25,65.91836734693878
AL,2020-03-26,106.63265306122449
AL,2020-03-27,141.53061224489795
AL,2020-03-28,60.10204081632653
AL,2020-03-29,145.40816326530611
AL,2020-03-30,157.0408163265306
AL,2020-03-31,164.79591836734693
AL,2020-04-01,129.89795918367346
AL,2020-04-02,184.18367346938774
AL,2020-04-03,89.18367346938776
AL,2020-04-04,87.24489795918367
AL,2020-04-05,102.75510204081633
AL,2020-04-06,36.83673469387755
AL,2020-04-07,87.24489795918367
AL,2020-04-08,147.3469387755102
AL,2020-04-09,126.0204081632653
AL,2020-04-10,145.40816326530611
AL,2020-04-11,44.59183673469388
AL,2020-04-12,96.93877551020408
AL,2020-04-13,120.20408163265306
AL,2020-04-14,172.55102040816325
AL,2020-04-15,71.73469387755102
AL,2020-04-16,122.14285714285714
AL,2020-04-17,60.10204081632653
AL,2020-04-18,56.224489795918366
AL,2020-04-19,93.06122448979592
AL,2020-04-20,60.10204081632653
AL,2020-04-21,85.3061224489796
AL,2020-04-22,50.40816326530612
AL,2020-04-23,34.89795918367347
AL,2020-04-24,85.3061224489796
AL,2020-04-25,13.571428571428571
AL,2020-04-26,67.85714285714286
AL,2020-04-27,36.83673469387755
AL,2020-04-28,87.24489795918367
AL,2020-04-29,34.89795918367347
AL,2020-04-30,11.63265306122449
AL,2020-05-01,25.20408163265306
AL,2020-05-02,13.571428571428571
AL,2020-05-03,29.081632653061224
AL,2020-05-04,25.20408163265306
AR,2020-02-01,0
AR,2020-02-02,0
AR,2020-02-03,44.89795918367347
AR,2020-02-04,24.48979591836735
AR,2020-02-05,0
AR,2020-02-06,0
AR,2020-02-07,0
AR,2020-02-08,0
AR,2020-02-09,0
AR,2020-02-10,0
AR,2020-02-11,0
AR,2020-02-12,0
AR,2020-02-13,0
AR,2020-02-14,0
AR,2020-02-15,0
AR,2020-02-16,0
AR,2020-02-17,0
AR,2020-02-18,24.48979591836735
AR,2020-02-19,0
AR,2020-02-20,0
AR,2020-02-21,0
AR,2020-02-22,0
AR,2020-02-23,0
AR,2020-02-24,0
AR,2020-02-25,0
AR,2020-02-26,0
AR,2020-02-27,0
AR,2020-02-28,0
AR,2020-02-29,0
AR,2020-03-01,0
AR,2020-03-02,0
AR,2020-03-03,0
AR,2020-03-04,0
AR,2020-03-05,0
AR,2020-03-06,0
AR,2020-03-07,0
AR,2020-03-08,0
